,id,utterance,speaker,context,context_speakers,show,sarcasm
251,1_11242,"['love', 'take', 'pride', 'look', 'even', 'pee', 'morning', 'youre', 'spending', 'hour', 'hair']",bernadette,"[['panicked', 'overly', 'attach', 'leonard'], ['worried', 'smash', 'face', 'try', 'check', 'love'], ['yeah', 'tell', 'arent', 'word', 'man', 'spider', 'eat', 'way', 'brain'], ['amy', 'youre', 'neuroscientist', 'crack', 'skull', 'open', 'spray', 'raid']]","['sheldon', 'leonard', 'sheldon', 'sheldon']",0,1
252,1_11243,"['love', 'youre', 'good', 'pee', 'kitchen', 'sink']",howard,"[['yeah', 'tell', 'arent', 'word', 'man', 'spider', 'eat', 'way', 'brain'], ['amy', 'youre', 'neuroscientist', 'crack', 'skull', 'open', 'spray', 'raid'], ['love', 'take', 'pride', 'look', 'even', 'pee', 'morning', 'youre', 'spending', 'hour', 'hair']]","['sheldon', 'sheldon', 'bernadette']",0,1
253,1_11253,"['say', 'good', 'thing', 'must', 'come', 'end']",sheldon,"[['stand', 'u', 'flag', 'ignorance'], ['know', 'think', 'show', 'flag', 'mind', 'reading'], ['truth', 'longer', 'balance', 'fulltime', 'career', 'popular', 'internet', 'show', 'girlfriend'], ['really', 'one', 'jerk', 'comment', 'board']]","['sheldon', 'amy', 'sheldon', 'amy']",0,0
254,1_11257,"['doesnt', 'professor', 'abbotts', 'family', 'want', 'stuff']",howard,"[['know', 'thought', 'cleaning', 'dead', 'professor', 'office', 'gonna', 'boring', 'found', 'denture', 'realize', 'also', 'gross']]",['raj'],0,0
255,1_11306,"['guess', 'sad', 'truth', 'everyone', 'accomplish', 'something', 'great', 'u', 'may', 'find', 'meaning', 'little', 'moment', 'make', 'life']",howard,"[['well', 'thats'], ['thats', 'end', 'roger', 'abbott'], ['still', 'dont', 'know', 'frame'], ['still', 'keep', 'think', 'entire', 'life', 'seemingly', 'amount', 'nothing']]","['leonard', 'leonard', 'raj', 'leonard']",0,0
256,1_11322,"['know', 'almost', 'topic', 'im', 'gonna', 'say', 'good', 'job', 'sheldon']",penny,"[['hey', 'thing', 'go', 'parent'], ['great', 'hire', 'divorce', 'attorney'], ['know', 'speak', 'attorney', 'ever', 'need', 'lawyer', 'would', 'hire', 'shehulk']]","['penny', 'raj', 'sheldon']",0,1
257,1_11378,"['sure', 'dummy', 'like', 'handle', 'something', 'complicate', 'blanket']",howard,"[['okay', 'count', 'three', 'ill', 'shoot', 'fire', 'extinguisher', 'get', 'airborne'], ['howard', 'wave', 'blanket', 'guide', 'towards', 'exit'], ['raj', 'hold', 'open', 'curtain', 'fly']]","['leonard', 'leonard', 'leonard']",0,1
258,1_11439,"['youre', 'right', 'mom', 'send', 'u', 'pant', 'walmart', 'houston']",penny,"[['isnt', 'bad'], ['thats', 'easy', 'say', 'chair', 'face', 'lingerie', 'section'], ['boy', 'thats', 'lot', 'panty'], ['guy', 'comfy', 'might', 'take'], ['know', 'dont', 'understand', 'woman', 'insist', 'make', 'big', 'production', 'buying', 'clothes']]","['leonard', 'sheldon', 'sheldon', 'amy', 'sheldon']",0,1
259,1_11485,"['take', 'office', 'depot', 'last', 'night']",penny,"[['see', 'ive', 'get', 'uh', 'tea', 'perfect', 'sip', 'temperature'], ['uh', 'fleecelined', 'boxer', 'short', 'keep', 'tushie', 'toasty'], ['oh', 'last', 'least', 'inspirational', 'cat', 'poster', 'improve', 'reassure', 'face', 'physic', 'renegade', 'richard', 'feynman']]","['sheldon', 'sheldon', 'sheldon']",0,0
260,1_11526,"['may', 'know', 'ive', 'experiment', 'elevate', 'anxiety', 'level', 'thought', 'well', 'way', 'increase', 'discomfort', 'subject', 'even', 'tasteless', 'uncensored', 'crotch', 'talk']",sheldon,"[['go', 'hawaii', 'id', 'spend', 'time', 'keck', 'observatory', 'know', 'telescope', 'well', 'resolution', 'hubble'], ['really', 'want', 'go', 'hawaii'], ['lady', 'lady', 'lady'], ['come'], ['lady'], ['whats']]","['amy', 'penny', 'sheldon', 'penny', 'sheldon', 'penny']",0,0
261,1_11529,"['difficult', 'shes', 'bloat', 'cranky', 'crampy']",sheldon,"[['exactly', 'think', 'go'], ['well', 'conversation', 'wouldnt', 'comfortable', 'front', 'opposite', 'sex'], ['know', 'best', 'cervix'], ['sanitary', 'napkin', 'rage', 'right'], ['men', 'buttock', 'want', 'pat', 'squeeze'], ['talk', 'penny', 'job']]","['penny', 'sheldon', 'sheldon', 'sheldon', 'sheldon', 'bernadette']",0,0
262,1_11609,"['ive', 'uh', 'create', 'user', 'account', 'post', 'positive', 'comment', 'paper']",raj,"[['really', 'want', 'write', 'back'], ['yeah', 'matter', 'responds', 'go', 'destroy', 'picture', 'bore', 'cat', 'say', 'oh', 'really'], ['mewow']]","['leonard', 'sheldon', 'leonard']",0,0
263,1_11697,"['answer', 'puzzle', 'box', 'let', 'see', 'open']",penny,"[['please', 'let', 'go'], ['oh', 'help'], ['imagine', 'youre', 'hold', 'ordinary', 'pen'], ['favorite', 'pen', 'safe', 'secure', 'pocket'], ['hold', 'thought'], ['hello'], ['make']]","['bernadette', 'sheldon', 'sheldon', 'sheldon', 'howard', 'howard', 'amy']",0,1
264,1_11699,"['stuart', 'picked', 'throw', 'pillow']",raj,"[['hold', 'thought'], ['hello'], ['make'], ['answer', 'puzzle', 'box', 'let', 'see', 'open'], ['could', 'least', 'warn', 'furniture'], ['thats', 'say', 'move'], ['help']]","['howard', 'howard', 'amy', 'penny', 'bernadette', 'raj', 'bernadette']",0,1
265,1_11723,"['much', 'seem', 'pretty', 'good', 'place']",raj,"[['oh', 'choose', 'janitor', 'cause', 'im', 'throw'], ['im', 'love', 'let', 'something', 'else'], ['ooh', 'uh', 'emily', 'get', 'work', 'soon', 'dont', 'four', 'u', 'go'], ['okay', 'sound', 'good'], ['call', 'howard', 'bernadette'], ['dont', 'know', 'time', 'plane', 'get', 'let', 'let', 'shoot', 'text'], ['say', 'anything', 'funeral']]","['amy', 'leonard', 'raj', 'amy', 'leonard', 'raj', 'amy']",0,0
266,1_11736,"['dont', 'know', 'perhaps', 'somebody', 'take', 'carousel', 'mistake']",person,"[['mr', 'mr', 'wolowitz'], ['far', 'tell', 'bag', 'arrive', 'los', 'angeles'], ['']]","['person', 'person', 'bernadette']",0,0
267,1_11773,"['ive', 'say', 'keep', 'champagne', 'ice']",penny,"[['decide', 'time', 'right', 'take', 'step', 'forward'], ['okay'], ['want', 'say'], ['let', 'say', 'together'], ['get', 'turtle']]","['amy', 'leonard', 'sheldon', 'amy', 'sheldon']",0,1
268,1_11885,"['yeah', 'turn', 'half', 'dozen', 'menorah', 'really', 'set', 'mood']",person,"[['glad', 'guy', 'could', 'make'], ['course'], ['wow', 'look', 'really', 'pretty']]","['person', 'leonard', 'penny']",0,1
269,1_11889,"['yeah', 'want', 'kind', 'dinner', 'weve', 'many', 'time']",bernadette,"[['hi', 'hello'], ['oh', 'special', 'hello', 'leonard', 'need', 'mention', 'name'], ['subtle'], ['get', 'right'], ['hey', 'guy'], ['hey', 'hi', 'hello'], ['want', 'everyone', 'know', 'uh', 'tonight', 'sad', 'occasion']]","['sheldon', 'sheldon', 'leonard', 'sheldon', 'howard', 'penny', 'howard']",0,0
270,1_11901,"['yeah', 'good', 'leonard', 'thats', 'lovely', 'little', 'notion', 'kind', 'like', 'wish', 'could', 'talk', 'uncle', 'chicago', 'yeah', 'stand', 'back', 'invent', 'telephone', 'hello', 'oh', 'hold', 'leonard', 'uncle', 'say', 'get', 'burn']",sheldon,"[['dont', 'believe', 'matter', 'topic'], ['whats', 'crucial', 'salon', 'conduct', 'discussion', 'elevate', 'insightful', 'way', 'execution'], ['course', 'youd', 'focus', 'rather', 'inspiration'], ['uh', 'new', 'salon', 'topic', 'whats', 'important', 'idea', 'execution'], ['oh', 'thats', 'fun']]","['sheldon', 'sheldon', 'leonard', 'leonard', 'bernadette']",0,1
271,1_11913,"['people', 'wander', 'desert', 'year', 'take', 'long', 'walk']",howard,"[['dont', 'think', 'ive', 'eat', 'much', 'entire', 'life']]",['penny'],0,1
272,1_11924,"['right', 'amys', 'charge', 'pricing']",howard,"[['put', 'sticker', 'everything', 'gonna', 'sell', 'need', 'help', 'take', 'driveway'], ['charge', 'pricing', 'ive', 'go', 'garage', 'sale', 'whole', 'life'], ['believe', 'get', 'pantyhose', 'nickel']]","['bernadette', 'amy', 'amy']",0,1
273,1_11928,"['friend', 'might', 'told']",amy,"[['right', 'amys', 'charge', 'pricing'], ['hey', 'penny', 'give', 'hand'], ['sure', 'aw', 'one', 'grow', 'use', 'play', 'time'], ['oh', 'yeah', 'love', 'pingpong'], ['oh', 'meant', 'beer', 'pong'], ['table', 'didnt', 'friend', 'serve'], ['know', 'leave', 'one', 'side', 'play']]","['howard', 'raj', 'penny', 'raj', 'penny', 'amy', 'bernadette']",0,0
274,1_12002,"['buckle', 'youre', 'cranky', 'night']",sheldon,"[['like', 'invite', 'richard', 'feynman', 'house', 'anything', 'well'], ['rest', 'night', 'go'], ['dont', 'know', 'future'], ['think', 'there', 'chance', 'asteroid', 'could', 'hit', 'earth', 'destroy', 'feynman', 'house', 'everyone'], ['sheldon']]","['sheldon', 'amy', 'sheldon', 'sheldon', 'amy']",0,0
275,1_12083,"['oh', 'put', 'mouth', 'pop', 'like', 'zit']",howard,"[['whats', 'go'], ['make', 'molecular', 'cocktail', 'sphere', 'actually', 'cosmopolitan'], ['drink']]","['bernadette', 'howard', 'bernadette']",0,0
276,1_12202,"['need', 'soon', 'fly', 'california', 'airspace', 'ill', 'feel', 'disturbance', 'force']",leonard,"[['leonard', 'time', 'mom', 'plane', 'get'], ['dont', 'know', 'time', 'tomorrow', 'morning'], ['dont', 'want', 'know', 'sure']]","['penny', 'leonard', 'penny']",0,1
277,1_12275,"['uh', 'overheard', 'bernadette', 'tell', 'howard', 'make', 'meat', 'loaf', 'dont', 'ask', 'twice']",person,"[['dont', 'want', 'rush', 'im', 'closing', 'little', 'early', 'tonight'], ['ooh', 'hot', 'date']]","['person', 'raj']",0,0
278,1_12320,"['oh', 'yes', 'weve', 'get', 'moon', 'tree', 'elizabeth', 'mcnulty', 'apparently', 'die', 'age']",raj,"[['okay', 'well', 'settle', 'small', 'indoor', 'church', 'wedding', 'blacktie', 'butterfly'], ['sound', 'perfect', 'great'], ['still', 'didnt', 'pick', 'date'], ['stay', 'shut']]","['leonard', 'penny', 'sheldon', 'penny']",0,0
279,1_12331,"['wow', 'there', 'dennys', 'vega', 'actually', 'get', 'married']",penny,"[['stuart', 'dad', 'probably', 'call', 'wish', 'happy', 'birthday', 'ill', 'call', 'back'], ['say'], ['look', 'raj', 'honest', 'want', 'end', 'thing', 'dont', 'expect'], ['end', 'thing', 'im', 'try', 'tell', 'love'], ['happy', 'birthday'], ['wow', 'there', 'dennys', 'vega', 'actually', 'get', 'married']]","['person1', 'person1', 'person2', 'raj', 'howard', 'person1']",0,0
280,2_223,"['guess', 'want', 'little', 'dance', 'know', 'make', 'little', 'love', 'well', 'pretty', 'much', 'get']",chandler,"[['hey', 'casey'], ['oh', 'guy', 'met', 'movie'], ['oh', 'really', 'want']]","['ross', 'phoebe', 'ross']",1,1
281,2_370,"['stop', 'qtip', 'resistance']",chandler,"[['family', 'go', 'forever', 'first', 'suit', 'wait', 'excuse', 'alright']]",['joey'],1,1
282,2_556,"['joey', 'go', 'first', 'want', 'look', 'key']",chandler,"[['pet', 'pas', 'want', 'sort', 'laid', 'like', 'sleep', 'occassionally', 'there', 'person', 'want', 'pose', 'like', 'chase', 'tail', 'uh', 'jumping', 'catch', 'frizbee']]",['person'],1,1
283,2_484,"['yes', 'yes', 'prison']",ross,"[['tailor', 'bad', 'man'], ['frankie', 'talk'], ['hey', 'whats', 'go'], ['joey', 'trailer', 'take', 'advantage'], ['way', 'go', 'guy', 'twelve', 'year'], ['oh', 'cmon', 'say', 'gonna', 'inseam', 'ran', 'hand', 'leg', 'definite'], [''], ['cup'], ['thats', 'pant', 'first', 'go', 'move', 'go', 'side', 'move', 'back', 'rear', 'ross', 'tell', 'isnt', 'tailor', 'measure']]","['chandler', 'joey', 'ross', 'chandler', 'joey', 'chandler', 'ross', 'chandler', 'joey']",1,1
284,2_498,"['uh', 'many', 'camera', 'actually']",chandler,"[['wheres', 'monica'], ['dad'], ['zoom'], ['girl', 'ate', 'monica'], ['shut', 'camera', 'add', 'pound']]","['person1', 'monica', 'person2', 'joey', 'monica']",1,1
285,2_494,"['young', 'building']",chandler,"[['know', 'richards', 'really', 'nice', 'everything', 'dont', 'know', 'really', 'well', 'know', 'plus', 'old', 'er', 'people']]",['chandler'],1,1
286,2_477,"['clicked', 'shes', 'dress', 'business', 'woman', 'walk', 'street', 'oh', 'oh', 'oh', 'shes', 'naked']",chandler,"[['fun', 'bachelor', 'party', 'last', 'night'], ['oh', 'yeah', 'look', 'get', 'fully', 'dress', 'right', 'click', 'oh', 'oh', 'naked']]","['rachel', 'chandler']",1,0
287,2_35,"['oh', 'donõt', 'go', 'scar', 'say', 'much', 'hopeless', 'awkward', 'desperate', 'love']",chandler,"[['divorce', 'yet', 'chandler', 'know', 'invite', 'pasta', 'sudden', 'talk', 'move', 'together', 'wasnt', 'even', 'hungry', 'get', 'really', 'late', 'umm']]",['person'],1,0
288,2_279,"['sound', 'like', 'get', 'whole', 'package']",monica,"[['date', 'ginger'], ['great', 'great', 'uh', 'great', 'great', 'look', 'great', 'personality', 'greatness']]","['monica', 'chandler']",1,1
289,2_377,"['yeah', 'either', 'gloria', 'estefan', 'right', 'eventually', 'rhythm', 'go', 'get']",chandler,"[['oh', 'mommy', 'oh', 'daddy', 'big', 'ol', 'baddy'], ['guess', 'must', 'gotten', 'part', 'play']]","['joey', 'ross']",1,1
290,2_595,"['id', 'miss', 'broke', 'try', 'supportive']",chandler,"[['rachel', 'call', 'want', 'see', 'go', 'minute'], ['wow', 'think', 'want'], ['well', 'maybe', 'crazy', 'fog', 'lift', 'realizes', 'life', 'without', 'suck'], ['possible', 'lovable']]","['ross', 'joey', 'ross', 'chandler']",1,0
291,2_464,"['oh', 'uh', 'thanks', 'mm']",chandler,"[['hey', 'guy', 'water', 'great', 'really', 'go']]",['person'],1,1
292,2_408,"['okay', 'come', 'back', 'soon', 'pretty', 'much', 'nothing']",chandler,"[['saucy'], ['ill', 'back', 'two', 'minute'], ['go', 'leave', 'like'], ['know', 'wait', 'kind', 'excite', 'isnt']]","['chandler', 'person', 'chandler', 'person']",1,1
293,2_574,"['cant', 'anything']",joey,"[['pickin', 'wedding', 'dress', 'wapah'], ['whats', 'wapah'], ['whip', 'wapah'], ['thats', 'whip'], ['thats', 'wapah']]","['chandler', 'ross', 'chandler', 'joey', 'chandler']",1,0
294,2_409,"['ill', 'catch', 'guy', 'later']",chandler,"[['hi', 'excuse', 'rachel', 'green', 'im', 'suppose', 'meet', 'lunch'], ['oh', 'doesnt', 'come', 'anymore', 'find', 'th'], ['okay', 'great']]","['chandler', 'person', 'chandler']",1,0
295,2_549,['really'],monica,"[['honey', 'miami', 'vice', 'sound', 'track']]",['monica'],1,0
296,2_598,"['balcony', 'seriously', 'thats', 'funny', 'told', 'monica', 'put', 'light', 'balcony', 'say', 'cold', 'nobody', 'go', 'say', 'maybe', 'put', 'light']",chandler,"[['party', 'saw', 'rachel', 'kiss', 'jerk', 'office', 'balcony']]",['ross'],1,1
297,2_73,"['oh', 'god', 'almost', 'give', 'heart', 'attack']",chandler,"[['okay', 'officially', 'unpacked', 'thanks', 'help', 'man', 'joey']]",['chandler'],1,1
298,2_374,"['janice', 'janice']",chandler,"[['get', 'white', 'zinfandel', 'glass', 'red', 'janice']]",['person'],1,1
299,2_297,"['sorry', 'one', 'time', 'thing', 'drunk', 'someone', 'el', 'subconscious']",chandler,"[['uh'], ['table'], ['okay'], ['cant', 'belive', 'two', 'sex', 'dream']]","['rachel', 'phoebe', 'chandler', 'ross']",1,1
300,2_286,"['sometimes', 'would', 'want', 'steal', 'third', 'ill', 'go', 'like']",chandler,"[['sometimes', 'may', 'away', 'longer', 'like', 'ill', 'still', 'always', 'come', 'back', 'like']]",['ross'],1,1
301,2_509,"['crazy', 'bitch']",chandler,"[['well', 'tough', 'thing', 'really', 'want', 'sex']]",['joey'],1,1
302,2_508,"['yes', 'doctor', 'say', 'remove', 'die']",chandler,"[['one', 'joey', 'feel', 'like', 'book', 'think', 'itõs', 'book', 'itõs', 'book'], ['oh', 'dr', 'suse'], ['book', 'get', 'tough', 'time'], ['little', 'child', 'inside', 'man']]","['rachel', 'phoebe', 'joey', 'person']",1,1
303,2_472,"['million', 'dollar']",chandler,"[['dont', 'want', 'single', 'want', 'married']]",['ross'],1,0
304,2_227,"['sure', 'go', 'able', 'crack', 'code']",chandler,"[['well', 'despite', 'yummy', 'bagel', 'palpable', 'tension', 'get', 'pant', 'need', 'alter']]",['chandler'],1,1
305,2_226,"['people', 'find', 'spell', 'game', 'go', 'nobody', 'left', 'party']",chandler,"[['could', 'guy', 'please', 'try', 'keep', 'try', 'start', 'tournament']]",['monica'],1,1
306,2_478,"['oh', 'wait', 'minute', 'one']",chandler,"[['hi'], ['whats', 'matter'], ['mean', 'guy', 'coffee', 'house', 'take', 'hat'], ['kid'], ['ridiculous', 'guy', 'bully', 'actual', 'bully', 'grown', 'ups', 'kind', 'stuff', 'isnt', 'suppose', 'happen', 'anymore']]","['ross', 'rachel', 'chandler', 'joey', 'ross']",1,1
307,2_372,"['actually', 'yesterday', 'smoking', 'today', 'smoking', 'still']",chandler,"[['boy', 'feel', 'bad'], ['bad'], ['chandler'], ['chandler']]","['phoebe', 'monica', 'phoebe', 'monica']",1,1
308,2_241,"['oh', 'oh', 'wait', 'minute', 'take', 'shirt', 'put', 'morning']",chandler,"[['damn', 'tail', 'pipe', 'hot', 'enough', 'light'], ['relax', 'ok', 'get', 'open', 'anybody', 'get', 'coat', 'hangar']]","['chandler', 'joey']",1,1
309,2_109,"['thought', 'litter', 'cry', 'indian', 'might', 'come', 'save', 'u']",chandler,"[['chandler', 'trash', 'right']]",['rachel'],1,1
310,2_389,"['huh', 'whats', 'dufus', 'speled', 'backwards']",monica,"[['okay', 'do'], ['whats', 'pleh'], ['thatõs', 'help', 'spell', 'backwards', 'helicopter', 'read', 'air']]","['joey', 'monica', 'joey']",1,1
311,2_449,"['oh', 'gonna', 'make', 'sense']",chandler,"[['oh', 'oh', 'car', 'car'], ['ross', 'one', 'drive'], [''], ['save', 'butt', 'unless', 'ofcourse', 'step', 'toe', 'case', 'mosey', 'plenty', 'people', 'help', 'interstate']]","['rachel', 'phoebe', 'rachel', 'ross']",1,1
312,2_50,"['nope', 'patch', 'good']",chandler,"[['okay', 'thatõs', 'like', 'least', 'fun', 'game', 'ever'], ['well', 'really', 'sick', 'smoking', 'brought', 'something', 'go', 'help', 'quit']]","['chandler', 'rachel']",1,1
313,2_84,"['doesnt', 'keep', 'kid', 'school']",chandler,"[['two', 'week', 'straight', 'hasnt', 'smoke', 'since'], ['guy', 'meet'], ['oh', 'mr', 'knight', 'oh', 'mean', 'alice', 'home', 'ed', 'class'], ['best', 'student'], ['yes', 'best', 'teacher']]","['rachel', 'monica', 'person1', 'person2', 'person1']",1,1
314,2_322,"['hey', 'father', 'house']",chandler,"[[''], ['ah']]","['phoebe', 'rachel']",1,0
315,2_416,"['late', 'bury', 'woman']",chandler,"[['ok', 'back', 'train', 'sat', 'door', 'pas', 'like', 'switch', 'car', 'totally', 'mercy']]",['ross'],1,1
316,2_124,"['confuse', 'far']",chandler,"[['thirty', 'second', 'question', 'answer'], ['guy', 'dead', 'good', 'lightning', 'round'], ['major', 'lightning', 'round', 'alright', 'gonna', 'destroy'], ['wanna', 'bet']]","['ross', 'monica', 'chandler', 'monica']",1,1
317,2_206,"['tshirt', 'say', 'dont', 'belong']",chandler,"[['hey', 'guy', 'wear', 'nick', 'game']]",['monica'],1,1
318,2_204,"['oh', 'oh', 'convince']",chandler,"[['could', 'keep', 'apartment', 'get', 'ticket'], ['do'], ['let', 'finish', 'talk', 'bet', 'winner', 'take'], ['could', 'end', 'nothing'], ['could', 'end', 'everything'], ['like'], ['say'], [''], ['']]","['rachel', 'joey', 'rachel', 'joey', 'phoebe', 'joey', 'monica', 'chandler', 'monica']",1,1
319,2_380,"['oh', 'like', 'give', 'minute', 'wake', 'ha', 'ha', 'lose', 'ring', 'bad', 'best', 'man', 'ever']",chandler,"[['stripper', 'stole', 'ring', 'stripper', 'stole', 'ring', 'chandler', 'get', 'get', 'stripper', 'stole', 'ring']]",['joey'],1,0
320,2_622,"['pheebs', 'may', 'know', 'know', 'strange', 'thing', 'boil', 'point', 'brain']",chandler,"[['maybe', 'get', 'another', 'pair', 'oh', 'know', 'uh', 'fringe', 'side']]",['ross'],1,1
321,2_583,"['bunny', 'get', 'away']",chandler,"[['look', 'almost', 'crush', 'hat'], ['sorry']]","['joey', 'ross']",1,1
322,2_456,"['gonna', 'make', 'disappear']",chandler,"[['would', 'place', 'explain', 'hat'], ['oh', 'okay', 'call', 'top', 'hat'], ['wear', 'top', 'hat'], ['oh', 'yeah', 'there', 'play', 'right', 'part', 'real', 'cool', 'like', 'suave', 'international', 'guy', 'real', 'close', 'horse', 'figure', 'everyone', 'audition', 'gonna', 'wear', 'kind', 'ultra', 'hip', 'high', 'fashion', 'stuff']]","['ross', 'joey', 'ross', 'joey']",1,1
323,2_461,"['wow', 'look', 'like', 'son', 'mr', 'tribbiani']",chandler,[['laugh']],['person'],1,1
324,2_152,['makeup'],ross,"[['refer', 'man', 'bag', 'first', 'thought', 'look', 'good', 'practical', 'check', 'get', 'compartment', 'stuff', 'wallet', 'key', 'addressbook']]",['joey'],1,1
325,2_15,"['im', 'sorry', 'man', 'never', 'good', 'time', 'stop', 'catch', 'fire']",chandler,"[['insurance', 'could', 'get', 'hit', 'bus', 'catch', 'fire', 'wouldnt', 'matter', 'get', 'careful']]",['joey'],1,1
326,2_421,"['joeys', 'get', 'really', 'bad', 'hernia', 'nothing', 'laser', 'eye', 'surgery', 'wont', 'fix']",chandler,"[['thank', 'would', 'take', 'forever', 'pay', 'money', 'back', 'dont', 'want', 'hang', 'head', 'besides', 'soon', 'insurance', 'kick', 'free', 'operation', 'want', 'tll', 'probably', 'start', 'laser', 'eye', 'surgery']]",['joey'],1,1
327,2_586,"['see', 'see', 'cry', 'bambi', 'cartoon']",chandler,"[['know', 'whats', 'sadder', 'bambi', 'cry', 'three', 'day', 'movie', 'wait', 'two', 'cause', 'thrid', 'day', 'mother', 'kill', 'partly', 'cry']]",['phoebe'],1,1
328,2_160,"['penis', 'big', 'sorry', 'thatõs', 'kind', 'thing']",chandler,"[['sorry', 'phoebe', 'mike', 'breakup']]",['person'],1,0
329,2_39,"['oh', 'hurry', 'want', 'sign']",chandler,"[['reminds', 'sign'], [''], ['nothing', 'cant', 'sue', 'city', 'incase', 'scrap', 'knee', 'know', 'get', 'head', 'blown']]","['person', 'ross', 'person']",1,1
330,2_66,"['nice', 'jon', 'joe', 'quite', 'craftsman']",chandler,"[[''], ['key', 'stuck', 'lock'], ['could', 'fix', 'hold', 'hold', 'watch', 'watch'], ['still', 'doesnt', 'work'], ['finish']]","['joey', 'chandler', 'joey', 'chandler', 'joey']",1,1
331,2_310,"['well', 'thank', 'god', 'livelihood', 'doesnt', 'depend']",chandler,"[['hey', 'need', 'set', 'joke', 'later', 'monica', 'around', 'need', 'ask', 'firetrucks'], ['dont', 'know', 'chandler', 'good', 'remember', 'line']]","['chandler', 'joey']",1,1
332,2_345,"['oh', 'left', 'bulldozer', 'dont', 'tool']",chandler,"[['isnt', 'work'], ['unscrew', 'chain'], ['hurry', 'cant', 'feel', 'ear'], ['ever', 'feel', 'ear'], ['interest']]","['joey', 'monica', 'joey', 'chandler', 'joey']",1,1
333,2_581,"['wonder', 'take', 'long', 'gift', 'understand']",chandler,"[['quack', 'quack', 'quack', 'quack', 'quack', 'quack']]",['joey'],1,1
334,2_518,"['oh', 'ton', 'quite', 'woodsman']",chandler,"[['okay', 'let', 'find', 'bird'], ['wait', 'wait', 'hear', 'table'], ['cant', 'good'], ['get'], [''], ['maybe', 'lure', 'know', 'bird', 'call']]","['chandler', 'joey', 'chandler', 'joey', 'chandler', 'joey']",1,1
335,2_450,"['something', 'head', 'control', 'thing', 'say']",chandler,"[['remember', 'happen', 'last', 'time', 'interview', 'say', 'write', 'lot', 'line', 'writer', 'get', 'mad', 'make', 'character', 'fall', 'elevator', 'shaft', 'know', 'might', 'say', 'time']]",['joey'],1,1
336,2_567,"['well', 'yes', 'ross', 'press', 'third', 'nipple', 'open', 'delivery', 'entrance', 'magical', 'land', 'narnia']",chandler,"[['uh', 'anything', 'uh', 'special']]",['ross'],1,1
337,2_115,"['sorry', 'donõt', 'sheep']",chandler,[['hey']],['rachel'],1,1
338,2_183,['rabies'],chandler,"[[''], ['hey', 'shave']]","['chandler', 'joey']",1,1
339,2_104,"['place', 'sun']",chandler,"[['hold', 'something', 'different'], ['go', 'tan', 'place', 'wife', 'suggest']]","['chandler', 'ross']",1,1
340,2_288,"['maybe', 'nervous']",chandler,"[['whoa', 'ostralopificus', 'isnt', 'suppose', 'display', 'homohabilus', 'erect', 'ostralopificus', 'never', 'fully', 'erect']]",['ross'],1,1
341,2_420,"['chandler', 'still', 'love', 'chandler']",chandler,"[['okay', 'right', 'love', 'joeys', 'girlfriend'], ['possible', 'barely', 'know'], ['dont', 'know', 'cant', 'cant', 'get', 'head', 'know', 'bad', 'person', 'horrible', 'person']]","['chandler', 'phoebe', 'chandler']",1,1
342,2_49,"['get', 'box']",joey,"[['guy', 'rob', 'u', 'lock', 'entertainment', 'unit', 'like', 'six', 'hour', 'know', 'time', 'think', 'let', 'yeah', 'know', 'kind', 'friend', 'would', 'turn', 'wouldnt', 'worried', 'much', 'see', 'around'], ['wait', 'wait', 'one', 'second', 'something', 'something', 'still', 'entertainment', 'unit', 'would', 'get', 'six', 'hour', 'think', 'let']]","['joey', 'chandler']",1,0
343,2_433,"['say', 'actual', 'word']",chandler,"[['well', 'cathys', 'last', 'boyfriend', 'joey'], ['youre', 'afraid', 'wont', 'able', 'fill', 'shoe']]","['chandler', 'ross']",1,1
344,2_428,"['leg', 'flail', 'independent', 'body']",chandler,"[['accord', 'chandler', 'phenomenon', 'scare', 'bejesus'], ['michael', 'flatly', 'lord', 'dance'], ['correct'], ['irish', 'gig', 'guy']]","['ross', 'monica', 'ross', 'joey']",1,0
345,2_1,"['yes', 'youre', 'think', 'time', 'cant', 'go', 'back', 'time']",chandler,"[['know', 'knew', 'something', 'like', 'gonna', 'happen'], ['chandler', 'cant', 'go', 'back', 'phase']]","['chandler', 'monica']",1,0
346,2_168,['wake'],chandler,"[['kid', 'joey', 'joey', 'joey', 'joey']]",['chandler'],1,1
347,2_155,"['great', 'laundry', 'night', 'night', 'laundry']",chandler,"[['actually', 'gonna', 'laundry', 'chandler', 'wanna'], ['sure'], ['dont', 'mind', 'would', 'really', 'help', 'lot', 'thanks'], ['dont', 'think', 'enough', 'quarter'], ['quarter']]","['monica', 'chandler', 'rachel', 'monica', 'phoebe']",1,1
348,2_2,"['thatõs', 'good', 'one', 'pheebs', 'find', 'plane', 'load', 'people', 'whose', 'resolution', 'plummet', 'death']",chandler,"[['thats', 'good', 'one', 'mine', 'pilot', 'commercial', 'jet']]",['phoebe'],1,1
349,2_120,"['know', 'might', 'find', 'amuse', 'find', 'regular']",chandler,"[['interest', 'approach', 'guitar', 'instruction']]",['chandler'],1,1
